5278,6099,11377,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-2,-2,-2,-2,-2
5274,6275,11550,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-1,-2,-2,-2,-2
5278,8099,13377,70205408,0,0,0,0,70205408,1000776240,62390272,14769288,4020416,115008,1082071224,1,0,-2,-2,-2,-2
5274,7858,13132,3488048,0,0,0,0,3488048,1067494656,62390272,14769288,4020416,115008,1148789640,1,1,-2,-2,-2,-2
5276,7791,13067,1865024,0,0,0,0,1865024,1134213072,62390272,14769288,4020416,115008,1215508056,1,2,-2,-2,-2,-2
5284,7734,13018,390040,0,0,0,0,390040,1200931488,62390272,14769288,4020416,115008,1282226472,1,3,-2,-2,-2,-2
5278,7683,12961,1176,0,0,0,0,1176,1267649904,62390272,14769288,4020416,115008,1348944888,1,4,-2,-2,-2,-2
5275,7679,12954,192,0,0,0,0,192,1334368320,62390272,14769288,4020416,115008,1415663304,1,5,-2,-2,-2,-2
5277,7681,12959,0,0,0,0,0,0,1401086736,62390272,14769288,4020416,115008,1482381720,1,6,-2,-2,-2,-2
5277,7682,12960,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,7,-2,-2,-2,-2
5281,7692,12974,0,0,0,0,0,0,1534523568,62390272,14769288,4020416,115008,1615818552,1,8,-2,-2,-2,-2
5276,6099,11375,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-2,-2,-2,-2,-2
5249,6098,11348,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-2,-1,-2,-2,-2
5727,6108,11835,70205408,0,0,0,0,70205408,1000776240,62390272,14769288,4020416,115008,1082071224,1,-2,0,-2,-2,-2
5434,6098,11533,3488176,0,0,0,0,3488176,1067494656,62390272,14769288,4020416,115008,1148789640,1,-2,1,-2,-2,-2
5414,6095,11510,1864368,0,0,0,0,1864368,1134213072,62390272,14769288,4020416,115008,1215508056,1,-2,2,-2,-2,-2
5399,6104,11504,390272,0,0,0,0,390272,1200931488,62390272,14769288,4020416,115008,1282226472,1,-2,3,-2,-2,-2
5390,6100,11490,1936,0,0,0,0,1936,1267649904,62390272,14769288,4020416,115008,1348944888,1,-2,4,-2,-2,-2
5392,6108,11500,224,0,0,0,0,224,1334368320,62390272,14769288,4020416,115008,1415663304,1,-2,5,-2,-2,-2
5391,6108,11499,16,0,0,0,0,16,1401086736,62390272,14769288,4020416,115008,1482381720,1,-2,6,-2,-2,-2
5391,6101,11493,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-2,7,-2,-2,-2
5390,6105,11495,0,0,0,0,0,0,1534523568,62390272,14769288,4020416,115008,1615818552,1,-2,8,-2,-2,-2
5277,6101,11378,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-2,-2,-2,-2,-2
6326,6100,12426,0,0,0,0,0,0,1467805152,62390272,14769288,4020416,115008,1549100136,1,-2,-2,-1,-2,-2
6477,6101,12579,0,35794040,0,0,0,35794040,1467805152,9175040,14769288,4020416,115008,1495884904,1,-2,-2,0,-2,-2
5943,6100,12043,0,33959032,0,0,0,33959032,1467805152,11010048,14769288,4020416,115008,1497719912,1,-2,-2,1,-2,-2
5645,6099,11744,0,32124024,0,0,0,32124024,1467805152,12845056,14769288,4020416,115008,1499554920,1,-2,-2,2,-2,-2
5527,6098,11626,0,30289016,0,0,0,30289016,1467805152,14680064,14769288,4020416,115008,1501389928,1,-2,-2,3,-2,-2
5414,6101,11515,0,28454008,0,0,0,28454008,1467805152,16515072,14769288,4020416,115008,1503224936,1,-2,-2,4,-2,-2
5308,6100,11408,0,26619000,0,0,0,26619000,1467805152,18350080,14769288,4020416,115008,1505059944,1,-2,-2,5,-2,-2
5224,6098,11323,0,24783992,0,0,0,24783992,1467805152,20185088,14769288,4020416,115008,1506894952,1,-2,-2,6,-2,-2
5189,6100,11289,0,22948984,0,0,0,22948984,1467805152,22020096,14769288,4020416,115008,1508729960,1,-2,-2,7,-2,-2
5166,6099,11265,0,21113976,0,0,0,21113976,1467805152,23855104,14769288,4020416,115008,1510564968,1,-2,-2,8,-2,-2
5161,6100,11261,0,19278968,0,0,0,19278968,1467805152,25690112,14769288,4020416,115008,1512399976,1,-2,-2,9,-2,-2
5167,6103,11271,0,17443960,0,0,0,17443960,1467805152,27525120,14769288,4020416,115008,1514234984,1,-2,-2,10,-2,-2
5161,6098,11259,0,15700376,0,0,0,15700376,1467805152,29360128,14769288,4020416,115008,1516069992,1,-2,-2,11,-2,-2
5161,6096,11258,0,14048976,0,0,0,14048976,1467805152,31195136,14769288,4020416,115008,1517905000,1,-2,-2,12,-2,-2
5159,6100,11260,0,12488880,0,0,0,12488880,1467805152,33030144,14769288,4020416,115008,1519740008,1,-2,-2,13,-2,-2
5169,6103,11272,0,11019952,0,0,0,11019952,1467805152,34865152,14769288,4020416,115008,1521575016,1,-2,-2,14,-2,-2
5158,6096,11255,0,9642440,0,0,0,9642440,1467805152,36700160,14769288,4020416,115008,1523410024,1,-2,-2,15,-2,-2
5168,6104,11273,0,8356856,0,0,0,8356856,1467805152,38535168,14769288,4020416,115008,1525245032,1,-2,-2,16,-2,-2
5157,6098,11256,0,7163576,0,0,0,7163576,1467805152,40370176,14769288,4020416,115008,1527080040,1,-2,-2,17,-2,-2
5164,6101,11265,0,6061672,0,0,0,6061672,1467805152,42205184,14769288,4020416,115008,1528915048,1,-2,-2,18,-2,-2
5159,6095,11254,0,5051544,0,0,0,5051544,1467805152,44040192,14769288,4020416,115008,1530750056,1,-2,-2,19,-2,-2
5164,6101,11266,0,4132976,0,0,0,4132976,1467805152,45875200,14769288,4020416,115008,1532585064,1,-2,-2,20,-2,-2
